car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai i20,Hyundai,i20,11.415,6,56490.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.25
Maruti Alto,Maruti,Alto,4.295,7,19000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,3.25
Hyundai i20,Hyundai,i20,10.67,11,100000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,2.0
Volkswagen Polo,Volkswagen,Polo,9.283831,7,78000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,4.5
Honda City,Honda,City,15.84,9,58000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,5.75
Maruti Wagon R,Maruti,Wagon R,6.185586,12,70000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.34
Hyundai Grand,Hyundai,Grand,7.071195,5,27471.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,4.8
Toyota Innova,Toyota,Innova,24.86143,8,75000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,6.5
Volkswagen Polo,Volkswagen,Polo,9.283831,9,104233.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,3.8
Maruti Ertiga,Maruti,Ertiga,10.457891,7,51000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,6.25
Hyundai i10,Hyundai,i10,7.1382666,8,71236.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.1
Maruti Ciaz,Maruti,Ciaz,11.465,3,21052.0,Trustmark Dealer,Petrol,Automatic,19.12,1373.0,91.1,5.0,8.85
Volkswagen Vento,Volkswagen,Vento,13.46,7,68000.0,Individual,Petrol,Manual,15.04,1598.0,103.2,5.0,4.4
Maruti Wagon R,Maruti,Wagon R,6.19,3,40000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.3
Maruti Vitara,Maruti,Vitara,10.815,5,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.35
Hyundai Grand,Hyundai,Grand,7.24,4,9687.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.6
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,80000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.0
Maruti Celerio,Maruti,Celerio,6.275,5,25000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.8
Tata Nexon,Tata,Nexon,11.28,2,20000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,6.75
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,50000.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5.0,6.55
Volkswagen Vento,Volkswagen,Vento,14.02,9,56527.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,5.0
Maruti DzireVXI,Maruti,DzireVXI,8.24,1,10000.0,Individual,Petrol,Manual,23.26,1197.0,88.5,5.0,5.5
Honda City,Honda,City,14.945,5,56210.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.15
Maruti Alto,Maruti,Alto,4.112027,12,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,2.15
Toyota Yaris,Toyota,Yaris,14.57,3,17000.0,Dealer,Petrol,Manual,17.18,1496.0,105.94,5.0,10.0
Honda Jazz,Honda,Jazz,9.735,9,57000.0,Dealer,Petrol,Manual,16.7,1198.0,88.8,5.0,3.25
Ford Ecosport,Ford,Ecosport,11.718629,3,30000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,7.65
Volkswagen Polo,Volkswagen,Polo,9.283831,3,36000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,7.9
Hyundai i20,Hyundai,i20,10.810042,2,16000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.6
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,35000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.0,5.0,8.25
Renault Duster,Renault,Duster,14.355,4,40000.0,Individual,Petrol,Automatic,14.99,1498.0,104.5,5.0,9.0
Honda Amaze,Honda,Amaze,8.76,8,28802.0,Dealer,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.5
Hyundai i10,Hyundai,i10,7.1382666,11,40685.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.7
Honda Jazz,Honda,Jazz,10.515,6,55937.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,6.35
Maruti Celerio,Maruti,Celerio,5.9832554,5,40775.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,4.45
Tata Nexon,Tata,Nexon,11.805,3,70000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,7.33
Hyundai Creta,Hyundai,Creta,16.307285,4,100000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,8.0
Maruti Swift,Maruti,Swift,7.7467155,5,50000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,6.4
Hyundai Venue,Hyundai,Venue,11.073431,2,9500.0,Dealer,Diesel,Manual,23.7,1396.0,88.7,5.0,10.75
Toyota Innova,Toyota,Innova,24.86143,6,70000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,15.0
Hyundai i20,Hyundai,i20,10.810042,8,74947.0,Dealer,Petrol,Manual,18.5,1197.0,82.9,5.0,4.95
Hyundai Grand,Hyundai,Grand,7.071195,6,5000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.99
Maruti S-Presso,Maruti,S-Presso,5.045,1,5000.0,Individual,Petrol,Manual,21.7,998.0,67.0,5.0,5.5
Hyundai Grand,Hyundai,Grand,7.52,5,45000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5
Hyundai i20,Hyundai,i20,11.26,5,64500.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,7.49
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,6,70000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.0
Tata Nexon,Tata,Nexon,11.1,2,10000.0,Individual,Petrol,Automatic,17.0,1198.0,108.5,5.0,7.0
Maruti Wagon R,Maruti,Wagon R,6.185586,7,67532.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.15
Volkswagen Vento,Volkswagen,Vento,13.294659,8,100000.0,Dealer,Diesel,Manual,20.34,1498.0,103.2,5.0,3.99
Hyundai Grand,Hyundai,Grand,7.24,2,1200.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,6.11
Maruti Swift,Maruti,Swift,7.7467155,3,15000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,7.29
Hyundai Verna,Hyundai,Verna,13.505,4,32200.0,Dealer,Petrol,Automatic,17.1,1591.0,121.4,5.0,9.45
Volkswagen Polo,Volkswagen,Polo,9.74,5,31000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,6.85
Maruti Swift,Maruti,Swift,7.7467155,8,90000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,5.25
Honda City,Honda,City,14.945,11,90000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0
Maruti Celerio,Maruti,Celerio,5.925,5,100000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.0
Ford Figo,Ford,Figo,7.7,8,46584.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,3.25
Maruti Ciaz,Maruti,Ciaz,11.595719,5,62000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.25
Hyundai Verna,Hyundai,Verna,14.583057,8,81000.0,Dealer,Petrol,Automatic,17.1,1591.0,121.4,5.0,4.25
Maruti Ciaz,Maruti,Ciaz,11.73,3,33000.0,Dealer,Petrol,Automatic,19.12,1373.0,91.1,5.0,9.45
Honda Amaze,Honda,Amaze,8.855,2,18005.0,Dealer,Petrol,Automatic,18.1,1199.0,88.7,5.0,7.85
Hyundai i10,Hyundai,i10,7.1382666,9,15000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.2
Honda City,Honda,City,14.305,12,63000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,2.6
Maruti Alto,Maruti,Alto,4.112027,8,32000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.4
Maruti Baleno,Maruti,Baleno,8.89,4,54000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.8
Hyundai i20,Hyundai,i20,11.26,9,53000.0,Dealer,Diesel,Manual,21.9,1396.0,90.0,5.0,3.85
Mahindra Scorpio,Mahindra,Scorpio,16.81,4,110000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.0
Maruti Vitara,Maruti,Vitara,10.815,4,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,9.45
Hyundai i10,Hyundai,i10,7.1382666,12,80000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.3
Datsun GO,Datsun,GO,7.155,6,27000.0,Dealer,Petrol,Manual,19.44,1198.0,67.0,7.0,2.95
Hyundai i20,Hyundai,i20,11.625,8,65000.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,4.75
Ford Figo,Ford,Figo,9.61,8,97358.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,3.65
Mahindra Scorpio,Mahindra,Scorpio,16.59,8,40000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,8.0,5.5
Maruti Alto,Maruti,Alto,4.112027,14,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.8
Maruti Wagon R,Maruti,Wagon R,6.13,3,57000.0,Dealer,CNG,Manual,32.52,998.0,58.33,5.0,4.35
Maruti Baleno,Maruti,Baleno,9.31,4,43318.0,Dealer,Petrol,Automatic,19.56,1197.0,81.8,5.0,7.5
Maruti Alto,Maruti,Alto,4.095,5,6800.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.0
Hyundai Creta,Hyundai,Creta,16.307285,4,32000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,11.25
Maruti Alto,Maruti,Alto,4.112027,10,32000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.0
Hyundai i20,Hyundai,i20,10.810042,3,32300.0,Individual,Diesel,Manual,21.19,1396.0,88.73,5.0,8.0
Hyundai Verna,Hyundai,Verna,14.583057,3,69000.0,Dealer,Diesel,Manual,22.0,1582.0,126.2,5.0,12.0
Hyundai i20,Hyundai,i20,10.535,5,57000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,5.3
Honda City,Honda,City,16.41,5,46000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,6.5
Maruti Ertiga,Maruti,Ertiga,10.555,4,40000.0,Individual,Petrol,Automatic,17.03,1373.0,91.1,7.0,7.2
Hyundai i10,Hyundai,i10,7.1382666,11,70000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0
Maruti Alto,Maruti,Alto,4.2,4,20920.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,3.1
Hyundai Elantra,Hyundai,Elantra,23.91,3,40000.0,Dealer,Petrol,Automatic,14.62,1999.0,149.92,5.0,16.0
Mahindra XUV500,Mahindra,XUV500,21.37,6,85000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,13.0
Hyundai Verna,Hyundai,Verna,13.505,10,54000.0,Dealer,Petrol,Manual,17.1,1591.0,121.3,5.0,4.51
Mahindra XUV500,Mahindra,XUV500,21.37,6,86000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,11.75
Renault Duster,Renault,Duster,14.168889,7,80000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,7.1
Hyundai Creta,Hyundai,Creta,17.43,4,33000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,11.4
Hyundai Creta,Hyundai,Creta,16.575,6,51000.0,Dealer,Diesel,Manual,21.38,1396.0,88.7,5.0,9.1
Hyundai Verna,Hyundai,Verna,12.84,6,31500.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,6.0
Honda Jazz,Honda,Jazz,10.077314,6,35380.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,6.6
Toyota Innova,Toyota,Innova,24.86143,8,95000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,9.25
Volkswagen Polo,Volkswagen,Polo,9.283831,6,62000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,6.75
Honda City,Honda,City,15.03,5,27000.0,Individual,Petrol,Manual,17.8,1497.0,117.3,5.0,6.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,70000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,6.0
Maruti Eeco,Maruti,Eeco,4.695,2,1500.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.8
Honda Jazz,Honda,Jazz,10.515,5,44480.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5.0,6.25
Honda Amaze,Honda,Amaze,8.47,8,57000.0,Dealer,Petrol,Automatic,18.1,1199.0,88.7,5.0,4.25
Maruti Celerio,Maruti,Celerio,6.105,4,20000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.5
Honda City,Honda,City,15.84,6,90000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.5
Honda City,Honda,City,15.2,11,80000.0,Individual,Petrol,Automatic,16.8,1497.0,118.0,5.0,4.0
Honda Jazz,Honda,Jazz,10.21,6,19567.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,5.75
Maruti Baleno,Maruti,Baleno,8.56,5,60000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.0
Maruti Celerio,Maruti,Celerio,6.04,7,39800.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,3.75
Hyundai i10,Hyundai,i10,7.23,9,58500.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.25
Maruti Ignis,Maruti,Ignis,6.98,3,33000.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5.0,5.5
Tata Nexon,Tata,Nexon,12.96,3,12000.0,Dealer,Diesel,Manual,21.5,1497.0,108.5,5.0,8.21
Maruti Alto,Maruti,Alto,4.112027,16,91000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.25
Maruti Alto,Maruti,Alto,4.112027,4,9000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.35
Maruti Celerio,Maruti,Celerio,6.275,7,26000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.6
Renault KWID,Renault,KWID,5.0675864,5,40087.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,3.1
Renault KWID,Renault,KWID,4.985,3,50000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,3.0
Maruti Ertiga,Maruti,Ertiga,10.457891,5,48782.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,8.9
Maruti Vitara,Maruti,Vitara,10.815,4,70000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,6.8
Maruti SwiftDzire,Maruti,SwiftDzire,9.13,1,18000.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,8.0
Ford Figo,Ford,Figo,9.545,6,100000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0
Maruti Celerio,Maruti,Celerio,5.9832554,5,27521.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.55
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,12,40000.0,Individual,Petrol,Manual,17.5,1197.0,85.8,5.0,2.9
Honda Amaze,Honda,Amaze,9.33984,8,70000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,4.0
Hyundai Creta,Hyundai,Creta,16.87,4,90000.0,Individual,Petrol,Manual,15.29,1591.0,121.3,5.0,11.8
Honda Civic,Honda,Civic,24.41,2,1923.0,Dealer,Petrol,Automatic,16.5,1799.0,139.46,5.0,22.0
Volkswagen Polo,Volkswagen,Polo,9.2,5,24000.0,Dealer,Petrol,Automatic,17.2,1197.0,103.6,5.0,7.0
Honda City,Honda,City,15.84,7,60568.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,6.5
Maruti Wagon R,Maruti,Wagon R,5.95,5,29000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,3.65
Tata Nexon,Tata,Nexon,11.18,3,23962.0,Dealer,Petrol,Automatic,17.0,1198.0,108.5,5.0,8.75
Maruti Ciaz,Maruti,Ciaz,11.595719,3,27000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,9.65
Maruti Baleno,Maruti,Baleno,8.693568,4,55000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,6.75
Maruti Vitara,Maruti,Vitara,10.815,3,28900.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,8.95
Skoda Rapid,Skoda,Rapid,12.280918,7,72000.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,4.85
Maruti Celerio,Maruti,Celerio,6.275,6,15000.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,4.75
Renault Duster,Renault,Duster,14.168889,6,66000.0,Dealer,Diesel,Manual,20.46,1461.0,83.8,5.0,6.25
Maruti Swift,Maruti,Swift,7.7467155,13,73000.0,Dealer,Diesel,Manual,17.8,1248.0,75.0,5.0,2.5
Honda City,Honda,City,14.945,5,49590.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.25
Mahindra Scorpio,Mahindra,Scorpio,16.59,15,122524.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,2.65
Skoda Rapid,Skoda,Rapid,11.865,9,100000.0,Individual,Petrol,Manual,15.0,1598.0,103.6,5.0,3.0
Hyundai i20,Hyundai,i20,11.625,6,50000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.8
Honda Civic,Honda,Civic,23.235,12,66000.0,Dealer,Petrol,Manual,13.5,1799.0,130.0,5.0,2.75
Hyundai i10,Hyundai,i10,7.1382666,11,80000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.8
Maruti SwiftDzire,Maruti,SwiftDzire,8.905,6,20000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,5.2
Volkswagen Polo,Volkswagen,Polo,9.74,4,28000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.6,5.0,8.6
Hyundai Verna,Hyundai,Verna,15.48,10,47000.0,Dealer,Diesel,Automatic,22.32,1582.0,126.32,5.0,4.5
Maruti Celerio,Maruti,Celerio,6.27,2,50000.0,Individual,CNG,Manual,31.79,998.0,58.33,5.0,3.9
Maruti Celerio,Maruti,Celerio,5.9832554,6,50000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.0
Ford Figo,Ford,Figo,7.7,3,43266.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,6.2
Maruti Baleno,Maruti,Baleno,8.693568,4,27232.0,Dealer,Petrol,Manual,21.1,998.0,100.5,5.0,6.95
Maruti Vitara,Maruti,Vitara,10.815,3,51000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.99
Hyundai i20,Hyundai,i20,11.11,7,100000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.15
Hyundai Creta,Hyundai,Creta,16.307285,4,7900.0,Dealer,Petrol,Manual,15.29,1591.0,121.3,5.0,11.75
Hyundai Verna,Hyundai,Verna,15.795,5,78000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,7.51
Maruti Alto,Maruti,Alto,4.2,7,60000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.65
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,80000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.5
Maruti Alto,Maruti,Alto,4.112027,11,70000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,2.45
Maruti Ciaz,Maruti,Ciaz,11.73,4,21000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,7.25
Hyundai i20,Hyundai,i20,11.12,3,28061.0,Dealer,Petrol,Automatic,15.0,1396.0,100.0,5.0,8.25
Hyundai i20,Hyundai,i20,11.415,6,58000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,4.9
Ford Ecosport,Ford,Ecosport,11.718629,7,61000.0,Dealer,Petrol,Manual,15.8,1499.0,110.0,5.0,5.3
Maruti Vitara,Maruti,Vitara,10.815,4,30000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.5
Maruti Alto,Maruti,Alto,4.112027,6,70000.0,Individual,Petrol,Manual,23.95,998.0,67.1,5.0,3.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.95,4,35000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,7.0
Maruti Celerio,Maruti,Celerio,6.275,6,40000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.0
Datsun GO,Datsun,GO,6.8,6,56000.0,Dealer,Petrol,Manual,19.44,1198.0,67.0,7.0,3.95
Ford Ecosport,Ford,Ecosport,11.205,5,20000.0,Individual,Petrol,Manual,15.85,1499.0,110.4,5.0,6.2
Hyundai i20,Hyundai,i20,10.92,9,80000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.5
Maruti Alto,Maruti,Alto,4.112027,7,30000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.5
Hyundai i20,Hyundai,i20,11.12,3,12000.0,Dealer,Petrol,Automatic,17.4,1197.0,81.86,5.0,8.9
Volkswagen Vento,Volkswagen,Vento,13.46,4,23000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,8.4
Maruti Alto,Maruti,Alto,4.112027,11,80000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,1.6
Maruti Wagon R,Maruti,Wagon R,6.14,4,66807.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,4.1
Datsun RediGO,Datsun,RediGO,4.5933847,5,64968.0,Dealer,Petrol,Manual,22.7,799.0,53.64,5.0,2.5
Ford Figo,Ford,Figo,9.61,7,63000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,4.5
Mahindra Scorpio,Mahindra,Scorpio,16.81,7,155000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.9
Hyundai i20,Hyundai,i20,11.12,2,14000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,8.8
Volkswagen Vento,Volkswagen,Vento,13.294659,10,42722.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,5.25
Maruti Baleno,Maruti,Baleno,9.31,3,13422.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.93
Maruti Ertiga,Maruti,Ertiga,10.457891,7,70000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,5.0
Maruti Ciaz,Maruti,Ciaz,12.385,2,11564.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,8.95
Honda Amaze,Honda,Amaze,9.33984,5,56964.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,5.25
Mahindra Scorpio,Mahindra,Scorpio,17.45,3,57000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.35
Maruti Swift,Maruti,Swift,7.7467155,6,54000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,5.85
Hyundai i20,Hyundai,i20,11.12,11,67000.0,Dealer,Petrol,Manual,20.35,1197.0,81.86,5.0,3.95
Hyundai Verna,Hyundai,Verna,15.69,9,72000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,3.5
Tata Safari,Tata,Safari,18.13,8,90000.0,Dealer,Diesel,Manual,14.0,2179.0,138.1,7.0,4.9
Maruti Wagon R,Maruti,Wagon R,6.055,10,70000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.85
Honda City,Honda,City,14.52,5,50000.0,Individual,Petrol,Manual,17.8,1497.0,117.3,5.0,6.0
Maruti Wagon R,Maruti,Wagon R,6.055,11,80000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.63
Maruti Ignis,Maruti,Ignis,7.0742984,4,32000.0,Dealer,Diesel,Manual,26.8,1248.0,74.0,5.0,5.45
Hyundai Verna,Hyundai,Verna,14.655,9,70000.0,Individual,Diesel,Manual,23.5,1396.0,88.7,5.0,4.75
Ford Ecosport,Ford,Ecosport,12.68,6,57000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,7.35
Hyundai i20,Hyundai,i20,10.810042,6,52000.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,6.0
Hyundai Verna,Hyundai,Verna,16.375,9,60795.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,6.35
Maruti Celerio,Maruti,Celerio,6.595,2,23400.0,Dealer,Petrol,Manual,21.63,998.0,67.05,5.0,5.15
Maruti Alto,Maruti,Alto,4.112027,3,35112.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,3.59
Mahindra KUV,Mahindra,KUV,8.335,4,17000.0,Dealer,Petrol,Manual,18.15,1198.0,82.0,6.0,7.29
Maruti Alto,Maruti,Alto,4.112027,8,90000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.2
Hyundai Grand,Hyundai,Grand,7.071195,7,73000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.35
Maruti Eeco,Maruti,Eeco,4.82,3,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.5
Honda City,Honda,City,15.84,12,120000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,3.5
Maruti Celerio,Maruti,Celerio,6.275,4,31000.0,Dealer,Petrol,Manual,21.63,998.0,67.04,5.0,4.99
Ford Figo,Ford,Figo,9.61,9,40000.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,3.95
Maruti Eeco,Maruti,Eeco,4.841232,3,36000.0,Dealer,CNG,Manual,15.1,1196.0,73.0,5.0,4.35
Volkswagen Polo,Volkswagen,Polo,9.2,8,54000.0,Dealer,Petrol,Automatic,17.2,1197.0,103.6,5.0,5.25
Maruti Wagon R,Maruti,Wagon R,6.3,16,50000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,0.75
Renault KWID,Renault,KWID,5.51,5,23500.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.75
Maruti Alto,Maruti,Alto,4.112027,11,40000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,2.65
Maruti Ignis,Maruti,Ignis,7.63,3,15833.0,Dealer,Petrol,Automatic,20.89,1197.0,81.8,5.0,6.25
Maruti Swift,Maruti,Swift,7.7467155,3,43071.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,7.5
Maruti Ertiga,Maruti,Ertiga,10.457891,6,150000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,5.3
Volkswagen Vento,Volkswagen,Vento,13.23,5,39428.0,Dealer,Petrol,Automatic,16.93,1197.0,103.2,5.0,6.51
Volkswagen Vento,Volkswagen,Vento,13.294659,8,44000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.95
Honda Jazz,Honda,Jazz,10.175,5,40000.0,Individual,Petrol,Automatic,19.0,1199.0,88.7,5.0,6.5
Maruti Alto,Maruti,Alto,4.995,5,78950.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,2.99
Renault KWID,Renault,KWID,5.075,6,30000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,3.15
